episode_id,execution_status,route_label,predicted_route,route_confidence,predicted_route_explanation,route_explanation,safety_gate,predicted_safety_gate
smoke_0071,clean_success,continue,continue,0.9930700918663494,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0072,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0073,learned_recovery_failure,demo_anchor,human_review,0.5698301234653049,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.76, 0.68, 0.78).",Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0074,learned_recovery_success,recover_light,recover_light,0.6410228574041362,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0075,human_review_needed,human_review,human_review,0.8889088248248478,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0076,learned_recovery_failure,human_review,human_review,0.5815759345573331,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.85, 0.56, 0.74).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.85, 0.56, 0.74).",manual_or_anchor,manual_or_anchor
smoke_0077,learned_recovery_failure,human_review,human_review,0.6493438737475844,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0078,natural_failure,recover_strong,recover_strong,0.7378871118920469,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0079,anchored_recovery_success,demo_anchor,demo_anchor,0.9566771358836943,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0080,natural_failure,recover_strong,recover_strong,0.7089157157943428,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0081,clean_success,continue,continue,0.9974850299401197,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0082,learned_recovery_failure,human_review,human_review,0.7507606792284236,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0083,natural_failure,recover_strong,recover_strong,0.660364039202345,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0084,human_review_needed,human_review,human_review,0.850051471367614,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0085,human_review_needed,human_review,human_review,0.7728961489552278,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0086,anchored_recovery_success,demo_anchor,demo_anchor,0.8599978045076748,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0087,clean_success,continue,continue,0.9408423561731384,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0088,learned_recovery_failure,human_review,human_review,0.9638284255690367,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0089,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0090,anchored_recovery_success,demo_anchor,demo_anchor,0.7569248722982277,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0091,human_review_needed,human_review,human_review,0.9395320633373417,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0092,human_review_needed,human_review,human_review,0.9811356246226433,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0093,natural_failure,recover_strong,recover_strong,0.7997807303061462,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0094,learned_recovery_failure,human_review,human_review,0.7122758927237282,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.75, 0.64, 0.73).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.75, 0.64, 0.73).",manual_or_anchor,manual_or_anchor
smoke_0095,natural_failure,recover_strong,recover_strong,0.6779359862572173,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0096,learned_recovery_failure,demo_anchor,recover_strong,0.5882550541976254,State is close to historical failure neighborhoods with high action-outcome residual.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,automatic
smoke_0097,natural_failure,recover_strong,recover_strong,0.7223947197158441,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0098,learned_recovery_success,recover_light,recover_light,0.9546508674057026,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0099,clean_success,continue,continue,0.9085597912235327,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0100,learned_recovery_failure,human_review,human_review,0.5496262998476027,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.76, 0.67, 0.66).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.76, 0.67, 0.66).",manual_or_anchor,manual_or_anchor
smoke_0101,clean_success,continue,continue,0.9924342442659414,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0102,anchored_recovery_success,demo_anchor,demo_anchor,0.8722055114917674,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0103,clean_success,continue,continue,0.9845852604060175,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0104,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0105,human_review_needed,human_review,human_review,0.9745366925261935,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0106,clean_success,continue,continue,0.9873319500035344,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0107,clean_success,continue,continue,0.9398266948625706,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0108,natural_failure,recover_strong,recover_strong,0.7318198834269926,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0109,learned_recovery_failure,human_review,human_review,0.6522142547891315,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.99, 0.79, 0.64).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.99, 0.79, 0.64).",manual_or_anchor,manual_or_anchor
smoke_0110,natural_failure,recover_strong,recover_strong,0.7463656608931832,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0111,learned_recovery_success,recover_light,recover_light,0.6566027395462957,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0112,anchored_recovery_success,demo_anchor,demo_anchor,0.9051192063575976,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0113,learned_recovery_success,recover_light,recover_light,0.8324841699965793,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0114,human_review_needed,human_review,human_review,0.9897510203019506,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0115,human_review_needed,human_review,human_review,0.8900566826411985,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0116,learned_recovery_failure,human_review,human_review,0.5551466033427419,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.71, 0.66, 0.77).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.71, 0.66, 0.77).",manual_or_anchor,manual_or_anchor
smoke_0117,natural_failure,recover_strong,recover_strong,0.6123891006121386,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0118,learned_recovery_failure,human_review,human_review,0.9561852213136541,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0119,natural_failure,recover_strong,recover_strong,0.7954670068841191,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0120,clean_success,continue,continue,0.9502930657863518,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0121,clean_success,continue,continue,0.9410774632492436,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0122,learned_recovery_failure,human_review,human_review,0.9897510203019506,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0123,clean_success,continue,continue,0.8366249971751313,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0124,human_review_needed,human_review,human_review,0.8612469615738462,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0125,clean_success,continue,continue,0.8621290739447621,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0126,anchored_recovery_success,demo_anchor,demo_anchor,0.9437761964218839,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0127,learned_recovery_success,recover_light,recover_light,0.8171426066679927,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0128,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0129,learned_recovery_success,recover_light,recover_light,0.9427401801467139,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0130,learned_recovery_failure,human_review,human_review,0.5297011210296426,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.90, 0.62, 0.68).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.90, 0.62, 0.68).",manual_or_anchor,manual_or_anchor
smoke_0131,clean_success,continue,continue,0.9979807692307693,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0132,natural_failure,recover_strong,recover_strong,0.5880959853555477,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0133,human_review_needed,human_review,human_review,0.9627838299990746,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0134,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0135,human_review_needed,human_review,human_review,0.9807280878566117,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
